Street,Address,Suburb,State,Postcode,Type,Date,Method,Price,Bedrooms,Bathrooms,Cars,Area,Agent,Latitude,Longitude,Distance
6 David John Drive ,TARNEIT VIC 3029,TARNEIT,VIC,3029,House,6-May-21,private treaty,1125000,5,2,3,900,UNKNOWN,-37.8495075,144.7084785,22.71577312
8 Turner Street ,BRIAR HILL VIC 3088,BRIAR HILL,VIC,3088,House,12-Dec-21,auction,1150500,4,2,2,900,Ray White South Morang,-37.703917,145.1196934,18.43905531
3 Burrumbeet Court ,MANOR LAKES VIC 3024,MANOR LAKES,VIC,3024,House,24-Mar-22,private treaty,800000,4,2,4,900,Reliance Manor Lakes,-37.878406,144.6174185,31.19579842
124 Princes Highway ,NORLANE VIC 3214,NORLANE,VIC,3214,House,11-Sep-15,private treaty,256000,2,1,2,900,McGrath Geelong | Newtown,-38.08829795,144.3576739,61.23440023
57 Waltham Street ,FLEMINGTON VIC 3031,FLEMINGTON,VIC,3031,House,19-Mar-22,auction,3762500,5,2,2,900,Jellis Craig Kensington,-37.7838192,144.930186,4.453299074
43 Maryston Street ,YARRAVILLE VIC 3013,YARRAVILLE,VIC,3013,House,13-Jun-20,auction,1870000,3,1,2,900,Sweeney Estate Agents Yarraville,-37.814814,144.8766378,7.603198018
626 Yarck Road ,GOBUR VIC 3719,GOBUR,VIC,3719,House,4-Aug-17,private treaty,143500,2,1,1,900,UNKNOWN,-37.0123553,145.601718,105.5342834
13 Waterbush Crescent ,LYNDHURST VIC 3975,LYNDHURST,VIC,3975,House,25-Oct-21,private treaty,1027500,4,2,2,900,Ray White Cranbourne,-38.0571598,145.2458897,36.67964654
8 Merton Place ,MILL PARK VIC 3082,MILL PARK,VIC,3082,House,1-Apr-22,auction,1490000,4,3,5,901,Ray White Eltham,-37.6597722,145.0842511,20.21314507
32 Raisell Road ,CRANBOURNE WEST VIC 3977,CRANBOURNE WEST,VIC,3977,House,5-Apr-22,private treaty,670000,3,2,2,901,UNKNOWN,-38.100584,145.2618048,41.23793889
10 Marma Road ,MURRUMBEENA VIC 3163,MURRUMBEENA,VIC,3163,House,25-Aug-20,auction,1600000,3,2,3,901,   Gary Peer,-37.9020136,145.0689821,13.48068659
10 Collingwood Road ,NEWPORT VIC 3015,NEWPORT,VIC,3015,House,25-Mar-20,auction,2150000,4,3,4,902,Jellis Craig Inner West,-37.8436919,144.890156,7.20310576
24 Myers Drive ,SHOREHAM VIC 3916,SHOREHAM,VIC,3916,House,22-Feb-20,auction,1560000,4,2,2,903,RT Edgar Flinders,-38.41962,145.0505114,67.77127366
131 Sanctuary Lakes South Boulevard ,SANCTUARY LAKES VIC 3030,SANCTUARY LAKES,VIC,3030,House,30-Oct-21,auction,1608000,4,2,2,903,.established Property,-37.8973541,144.7580654,20.24703731
3 Henderson Avenue ,MALVERN VIC 3144,MALVERN,VIC,3144,House,31-Oct-18,private treaty,4800000,5,3,2,903,Abercromby's Real Estate,-37.8476946,145.0347893,7.311882592
No Street Found,FRANKSTON SOUTH VIC 3199,FRANKSTON SOUTH,VIC,3199,Block of units,4-Oct-18,private treaty,1500000,8,4,4,903,UNKNOWN,-38.1765027,145.1295641,42.85553507
75 Wright Street ,MCKINNON VIC 3204,MCKINNON,VIC,3204,House,27-May-17,auction,2300000,5,2,2,904,Hodges Real Estate Bentleigh,-37.910168,145.030962,12.22099452
71 Merricks Beach Road ,MERRICKS BEACH VIC 3926,MERRICKS BEACH,VIC,3926,House,24-Dec-20,private treaty,1950000,4,2,2,904,The Coast Real Estate,-38.3868968,145.1033999,64.87094298
3 Black Knight Street ,MORDIALLOC VIC 3195,MORDIALLOC,VIC,3195,House,20-Dec-21,auction,1995000,5,3,2,904,OBrien Real Estate Mentone,-38.00141225,145.0988239,23.985183
17 Beaver Street ,ABERFELDIE VIC 3040,ABERFELDIE,VIC,3040,House,26-Jul-19,private treaty,3850000,5,3,1,905,McDonald Upton,-37.7558529,144.90191,8.434212033
13 Hurst Street ,FLINDERS VIC 3929,FLINDERS,VIC,3929,House,29-Mar-19,private treaty,1687500,3,2,2,905,RT Edgar Flinders,-38.4719697,145.020639,73.33423023
17 Baird Street ,MAIDSTONE VIC 3012,MAIDSTONE,VIC,3012,House,9-Nov-21,auction,1900000,4,2,2,905,Sweeney Estate Agents Yarraville,-37.7894314,144.8727912,8.407179452
23 Simpson Street ,NORTHCOTE VIC 3070,NORTHCOTE,VIC,3070,House,12-Mar-22,auction,3200000,4,1,2,906,Woodards Northcote,-37.7785606,145.0068219,5.51875024
4 Samuel Court ,HASTINGS VIC 3915,HASTINGS,VIC,3915,House,15-Feb-22,private treaty,965000,4,2,2,906,UNKNOWN,-38.3043319,145.1762052,57.61985347
1 Stockmans Place ,DOREEN VIC 3754,DOREEN,VIC,3754,House,8-Jul-22,private treaty,995000,4,2,2,907,Dean Wolfe,-37.5925873,145.1379835,29.05881138
51 Domain Street ,HADFIELD VIC 3046,HADFIELD,VIC,3046,House,9-Jun-22,auction,1122000,4,1,5,907,Ray White Glenroy,-37.705849,144.9510994,12.10039481
201 The Esplanade ,INDENTED HEAD VIC 3223,INDENTED HEAD,VIC,3223,House,18-Feb-22,auction,1675000,3,2,4,907,Ray White Highton,-38.1343847,144.708483,42.03411858
347 Stony Point Road ,CRIB POINT VIC 3919,CRIB POINT,VIC,3919,House,3-Jun-22,auction,770000,2,1,3,908,UNKNOWN,-38.373894,145.2222828,66.25635851
56 Cannons Creek Road ,CANNONS CREEK VIC 3977,CANNONS CREEK,VIC,3977,House,25-Feb-16,private treaty,285000,2,1,2,909,Hodges Cranbourne,-38.1994568,145.3104803,52.56141319
46 Bear Street ,MORDIALLOC VIC 3195,MORDIALLOC,VIC,3195,House,6-Feb-18,private treaty,1700000,2,2,2,909,OBrien Real Estate Mentone,-38.0045326,145.0940242,24.08328575
178 Autumn Street ,GEELONG WEST VIC 3218,GEELONG WEST,VIC,3218,House,7-Aug-21,auction,1300000,3,1,4,909,Hodges Geelong,-38.1423358,144.3419605,65.56177954
71/8 Wells Street ,SOUTHBANK VIC 3006,SOUTHBANK,VIC,3006,Apartment ,18-Jun-22,auction,808000,2,1,1,90,Ray White Southbank & Port Phillip,-37.8272319,144.9688052,1.530176505
706/8 Michael Street ,BRUNSWICK VIC 3056,BRUNSWICK,VIC,3056,New apartments / off the plan,16-Jun-22,private treaty,950000,2,2,1,90,Realco,-37.7726931,144.9603541,4.625346924
47/1-15 Beddison Road ,CRAIGIEBURN VIC 3064,CRAIGIEBURN,VIC,3064,Townhouse,17-Jun-22,private treaty,392000,2,1,1,90,Brad Teal Woodards Sunbury,-37.6022613,144.9430882,23.64194002
1/30 McKinley Avenue ,CORIO VIC 3214,CORIO,VIC,3214,Apartment ,16-Jul-21,private treaty,265000,1,1,2,90,Barry Plant - Geelong,-38.06783395,144.37492,58.80834402
6 Oak Court ,HEIDELBERG WEST VIC 3081,HEIDELBERG WEST,VIC,3081,House,11-May-21,private treaty,1200000,3,1,2,910,Miles Real Estate Ivanhoe,-37.7423858,145.04169,10.55939676
13 Hartington Street ,GLENROY VIC 3046,GLENROY,VIC,3046,House,25-Nov-21,private treaty,1180000,3,1,2,911,Stockdale & Leggo Glenroy,-37.7049681,144.9179219,12.7864042
1-5/11 Crescent Street ,NOBLE PARK VIC 3174,NOBLE PARK,VIC,3174,Block of units,20-Jul-22,private treaty,1600000,1,5,5,912,Ray White Noble Park,-37.9592942,145.1696178,24.26672447
109 Kooyong Road ,ARMADALE VIC 3143,ARMADALE,VIC,3143,House,26-Mar-18,private treaty,4240000,5,2,3,913, Jellis Craig Stonnington,-37.857571,145.02036,6.964294286
56 Green Valley Crescent ,HAMPTON PARK VIC 3976,HAMPTON PARK,VIC,3976,House,3-Mar-22,private treaty,800000,3,1,4,913,UNKNOWN,-38.0287839,145.2638062,35.57369101
13 Kelvin Grove ,SPRINGVALE VIC 3171,SPRINGVALE,VIC,3171,Block of units,27-Feb-17,auction,1510000,4,4,4,913,iSell Group,-37.9489597,145.1540614,22.4833275
5 Kurrajong Crescent ,MELTON SOUTH VIC 3338,MELTON SOUTH,VIC,3338,House,26-Feb-22,auction,542000,3,1,0,914,UNKNOWN,-37.7014364,144.5717733,36.63302294
16 Venice Street ,MORNINGTON VIC 3931,MORNINGTON,VIC,3931,House,26-Mar-22,auction,1825000,4,2,2,914,Eview Real Estate - Mornington Peninsula,-38.2305384,145.0354724,46.73876675
26 Darrambal Crescent ,LEOPOLD VIC 3224,LEOPOLD,VIC,3224,House,9-Jul-22,auction,555000,3,1,4,916,Hayeswinckle Newtown,-38.1807232,144.4669587,59.61191771
10 Darley Court ,FRANKSTON NORTH VIC 3200,FRANKSTON NORTH,VIC,3200,House,13-Jun-22,private treaty,785000,4,2,2,917,Hockingstuart Frankston,-38.1167053,145.1566947,37.68358971
2 Leon Court ,OCEAN GROVE VIC 3226,OCEAN GROVE,VIC,3226,House,7-Jun-22,private treaty,1200000,4,2,1,918,Hayden Real Estate Ocean Grove,-38.2623748,144.5169571,63.34689205
63 Berry Avenue ,EDITHVALE VIC 3196,EDITHVALE,VIC,3196,House,30-Jan-21,auction,1800000,2,1,1,918,OBrien Real Estate Chelsea,-38.0420812,145.1176356,28.74133391
8 Redwood Court ,NARRE WARREN VIC 3805,NARRE WARREN,VIC,3805,House,8-Jun-22,private treaty,718000,3,1,2,918,Keith Sloan,-38.0321673,145.307064,38.70673665
8 Swan Parade ,ST LEONARDS VIC 3223,ST LEONARDS,VIC,3223,House,21-Jan-21,private treaty,1470000,4,3,2,919,Bellarine Property Pty Ltd,-38.1934345,144.7065217,47.80288681
172 Charman Road ,MENTONE VIC 3194,MENTONE,VIC,3194,House,30-Nov-17,auction,1900000,5,2,3,920,OBrien Real Estate Chelsea,-37.9737607,145.05445,19.4712132
55 Armadale Street ,ARMADALE VIC 3143,ARMADALE,VIC,3143,House,30-May-15,auction,3850000,4,2,1,920, Jellis Craig Stonnington,-37.8585929,145.0185924,6.93353355
199 Gladesville Boulevard ,PATTERSON LAKES VIC 3197,PATTERSON LAKES,VIC,3197,House,2-Mar-20,private treaty,2200000,4,2,4,920,Hodges Mentone/Chelsea,-38.066994,145.1445786,32.30766777
6 Camille Court ,AVONDALE HEIGHTS VIC 3034,AVONDALE HEIGHTS,VIC,3034,House,5-Apr-22,private treaty,1605000,5,3,2,921,Nelson Alexander Keilor East,-37.7569906,144.8649509,10.72615347
7 Caltowie Court ,RESEARCH VIC 3095,RESEARCH,VIC,3095,House,10-Apr-21,auction,1255000,4,2,2,921,Morrison Kleeman Estate Agents,-37.6991504,145.1787141,22.87214178
77-79 Swanston Street ,GEELONG VIC 3220,GEELONG,VIC,3220,House,15-Oct-21,auction,2596000,3,2,0,921,Gartland,-38.1474951,144.3691584,63.9242532
5 Hungerford Drive ,BROOKFIELD VIC 3338,BROOKFIELD,VIC,3338,House,13-May-22,private treaty,718000,3,2,2,922,Barry Plant Melton,-37.6971558,144.5584159,37.90067591
72 Parkedge Circuit ,ROSEBUD VIC 3939,ROSEBUD,VIC,3939,House,11-Jun-22,auction,1160000,5,2,4,922,UNKNOWN,-38.3862203,144.9191897,63.74006928
11 Eddison Close ,ALTONA MEADOWS VIC 3028,ALTONA MEADOWS,VIC,3028,House,18-Mar-22,auction,1350000,5,3,4,922,Hodges Yarraville,-37.8860545,144.7872579,17.39339853
382 Barkly Street ,ELWOOD VIC 3184,ELWOOD,VIC,3184,House,29-Sep-20,private treaty,3700000,3,2,3,923,RT Edgar Elwood,-37.8817552,144.9783137,7.629180511
3 Flora Court ,CRANBOURNE NORTH VIC 3977,CRANBOURNE NORTH,VIC,3977,House,20-Apr-22,private treaty,840000,4,2,2,923,OBrien Real Estate Cranbourne,-38.0712466,145.2762179,39.64149262
52 Burgundy Dr ,WAURN PONDS VIC 3216,WAURN PONDS,VIC,3216,House,5-Mar-22,auction,950000,5,3,2,924,Hayeswinckle Newtown,-38.2062442,144.3061067,72.22982181
13 Cambridge Street ,SEAHOLME VIC 3018,SEAHOLME,VIC,3018,House,25-Feb-22,private treaty,1650000,3,1,3,925,Barlow McEwan Tribe Altona,-37.8639649,144.8456706,11.71038969
23 Allison Crescent ,MARYSVILLE VIC 3779,MARYSVILLE,VIC,3779,House,28-Feb-22,private treaty,555400,2,1,1,926,UNKNOWN,-37.5181818,145.7515817,76.83197433
64 Barries Road ,MELTON VIC 3337,MELTON,VIC,3337,House,8-Aug-15,auction,285000,3,1,6,926,Ryder Real Estate,-37.6882952,144.5750958,36.89129105
2 Byron Avenue ,LOWER PLENTY VIC 3093,LOWER PLENTY,VIC,3093,House,10-Jul-21,auction,1490000,3,2,2,926,Miles Real Estate Ivanhoe,-37.7272394,145.1184484,16.73361429
24 Natasha Close ,ST HELENA VIC 3088,ST HELENA,VIC,3088,House,4-Nov-21,auction,1270000,4,2,2,927,Darren Jones Real Estate,-37.6876488,145.1254026,20.04475339
242 Station Street ,FAIRFIELD VIC 3078,FAIRFIELD,VIC,3078,House,23-Jul-21,auction,2455000,6,2,8,928,Jellis Craig - Brunswick,-37.7791862,145.018095,6.20448561
255 Como Parade East ,PARKDALE VIC 3195,PARKDALE,VIC,3195,House,23-Dec-20,private treaty,1400000,3,2,2,929,Buxton Real Estate Sandringham,-37.9954763,145.0793929,22.59515103
2/1317A Nepean Highway ,CHELTENHAM VIC 3192,CHELTENHAM,VIC,3192,Townhouse,8-Jul-22,private treaty,751500,2,2,1,92,Trevor Bowen,-37.9670081,145.0546951,18.79855918
479 Break Oday Road ,GLENBURN VIC 3717,GLENBURN,VIC,3717,House,19-Jan-22,private treaty,1300000,4,3,2,93077,UNKNOWN,-37.4182295,145.4306777,60.30540703
180 Haleys Gully Road ,HURSTBRIDGE VIC 3099,HURSTBRIDGE,VIC,3099,House,19-May-21,private treaty,3000000,4,3,9,93887,Morrison Kleeman Estate Agents,-37.6335369,145.1904087,28.34812571
15 Glen Road ,FLINDERS VIC 3929,FLINDERS,VIC,3929,House,16-Jun-19,auction,1461000,3,1,0,930,RT Edgar Flinders,-38.4761548,145.0087306,73.73499378
35 Herbert Street ,PARKDALE VIC 3195,PARKDALE,VIC,3195,House,19-Mar-16,auction,1815000,5,2,2,930,UNKNOWN,-37.9948798,145.0778242,22.47400349
7 Cloud Street ,ARTHURS SEAT VIC 3936,ARTHURS SEAT,VIC,3936,House,30-Jan-22,auction,1250000,3,1,2,931,RT Edgar Flinders,-38.3554495,144.9627585,60.20114428
22 Island Point Avenue ,WATERWAYS VIC 3195,WATERWAYS,VIC,3195,House,29-Mar-21,private treaty,1730000,4,2,2,931,Ray White Patterson Lakes,-38.01776895,145.1338377,27.14634393
4 Watersedge Cove ,SANCTUARY LAKES VIC 3030,SANCTUARY LAKES,VIC,3030,House,20-May-22,private treaty,3130000,4,4,4,931,.established Property,-37.8995441,144.7682523,19.57218237
20 Fourth Loop ,CONNEWARRE VIC 3227,CONNEWARRE,VIC,3227,House,28-Apr-21,private treaty,2095000,4,2,2,932,Bellarine Property Pty Ltd,-38.2748686,144.4599058,67.59201128
5/59 Herman Street ,ROSEBUD VIC 3939,ROSEBUD,VIC,3939,New house and land,3-Nov-21,private treaty,1450000,4,3,2,932,UNKNOWN,-38.3700387,144.9162442,61.96015585
57 College Street ,ELSTERNWICK VIC 3185,ELSTERNWICK,VIC,3185,House,3-May-18,auction,3300000,4,2,2,933,Biggin & Scott Elsternwick,-37.8944656,145.008334,9.767927186
21 Victoria Avenue ,ROSANNA VIC 3084,ROSANNA,VIC,3084,House,11-Nov-21,auction,1805000,4,2,2,933,Miles Real Estate Ivanhoe,-37.7326223,145.0640879,12.69293625
30 Screen Street ,FRANKSTON VIC 3199,FRANKSTON,VIC,3199,House,23-Apr-22,auction,893001,3,2,1,933,UNKNOWN,-38.1554882,145.1414508,41.05153828
292 St Helena Road ,ST HELENA VIC 3088,ST HELENA,VIC,3088,House,15-Feb-22,private treaty,1000000,3,2,2,933,Darren Jones Real Estate,-37.6973534,145.1245974,19.24894377
18 King Street ,IVANHOE EAST VIC 3079,IVANHOE EAST,VIC,3079,House,18-May-18,private treaty,2350000,4,2,2,934,Nelson Alexander Ivanhoe,-37.7705031,145.0596725,9.777871196
20 Zenith Street ,PASCOE VALE VIC 3044,PASCOE VALE,VIC,3044,House,29-May-21,auction,1120000,4,2,4,935,UNKNOWN,-37.7245854,144.9350957,10.27061826
1 Sunshine Street ,OAKLEIGH EAST VIC 3166,OAKLEIGH EAST,VIC,3166,House,3-Jul-21,auction,1705000,5,2,4,935,Woodards Oakleigh,-37.9069601,145.1170857,17.0037681
166 Kooyong Road ,CAULFIELD NORTH VIC 3161,CAULFIELD NORTH,VIC,3161,House,18-Feb-21,private treaty,3060000,3,2,3,936,Kay & Burton South Yarra,-37.8715854,145.0178109,7.985021541
19 Chelsea Avenue ,MULGRAVE VIC 3170,MULGRAVE,VIC,3170,House,12-Jun-22,auction,855000,3,2,1,936,Win Real Estate,-37.9370398,145.1963394,24.61241148
5 Tahara Road ,TOORAK VIC 3142,TOORAK,VIC,3142,House,28-Mar-17,private treaty,6100000,5,3,3,937,Abercromby's Real Estate,-37.8384878,145.0176022,5.49231778
60 Ellendale Road ,NOBLE PARK VIC 3174,NOBLE PARK,VIC,3174,House,7-Apr-22,auction,1130000,3,1,1,937,Eview Group - Australia,-37.9616673,145.1831483,25.33605634
22 Bellis Circuit ,BOTANIC RIDGE VIC 3977,BOTANIC RIDGE,VIC,3977,House,15-Sep-21,private treaty,1200000,4,2,2,938,Stockdale & Leggo - Central,-38.1427386,145.2512848,44.42308525
2/18 Rosella Street ,MURRUMBEENA VIC 3163,MURRUMBEENA,VIC,3163,Apartment ,17-Dec-21,private treaty,750000,2,1,1,93,"OBrien Real Estate Tecoma, Belgrave, Olinda",-37.894727,145.0738672,13.21829056
42 Provost Street ,NORTH MELBOURNE VIC 3051,NORTH MELBOURNE,VIC,3051,Townhouse,6-Jun-18,private treaty,1565000,4,2,2,93,JMRE Real Estate,-37.8020591,144.9476939,1.917400769
17/8 The Crossing ,CAROLINE SPRINGS VIC 3023,CAROLINE SPRINGS,VIC,3023,Townhouse,15-Mar-22,private treaty,526200,3,2,2,93,Sweeney Estate Agents Caroline Springs,-37.7356399,144.7398287,21.49245857
354 Dandenong Rd ,ST KILDA EAST VIC 3183,ST,VIC,3183,House,16-Feb-11,private treaty,1865000,4,4,2,940,Hodges Caulfield,-37.858184,144.9941493,5.596979648
11 Keats Street ,SANDRINGHAM VIC 3191,SANDRINGHAM,VIC,3191,House,10-Sep-16,auction,3750000,5,3,3,940,Belle Property Sandringham,-37.9551151,145.0143951,16.30464745
10 Edgewater Terrace ,WARNEET VIC 3980,WARNEET,VIC,3980,House,26-Mar-22,private treaty,1100000,3,2,3,940,Grainger Real Estate,-38.2177968,145.3163606,54.5260272
14 Selwyn Avenue ,ELWOOD VIC 3184,ELWOOD,VIC,3184,House,20-May-15,auction,4235000,5,2,3,941,Marshall White Port Phillip,-37.8865183,144.9832157,8.232630485
75 Recreation Road ,YAN YEAN VIC 3755,YAN YEAN,VIC,3755,House,31-May-22,private treaty,783900,3,1,4,941,Buckingham & Company,-37.5588706,145.1216498,31.64345837
12 Darvall Street ,ROSANNA VIC 3084,ROSANNA,VIC,3084,House,7-Dec-21,private treaty,1522500,3,2,2,942,Miles Real Estate Ivanhoe,-37.7408479,145.0639837,12.04860797
6 Victor Court ,MELTON SOUTH VIC 3338,MELTON SOUTH,VIC,3338,House,28-Jul-15,private treaty,279000,4,2,0,942,Ryder Real Estate,-37.6959802,144.5742242,36.64518475
7 Gamble Avenue ,BERWICK VIC 3806,BERWICK,VIC,3806,House,26-Feb-22,auction,1180000,4,2,2,942,McGrath Waverley,-38.0367183,145.3632054,42.94737753
38 The Regency ,HILLSIDE VIC 3037,HILLSIDE,VIC,3037,House,27-Oct-21,private treaty,1130000,4,2,3,942,UNKNOWN,-37.6898839,144.7304527,24.70025921
932 Waverley Road ,WHEELERS HILL VIC 3150,WHEELERS HILL,VIC,3150,House,24-Apr-21,auction,1800000,5,4,2,627,LLC Real Estate,-37.89125,145.1836993,21.17957505
55 & 57 Beaumaris Parade ,HIGHETT VIC 3190,HIGHETT,VIC,3190,House,25-Nov-17,auction,2007000,6,2,1,943,Buxton Hampton East,-37.9516912,145.0353872,16.55369701
17 Dalvey Street ,HEIDELBERG VIC 3084,HEIDELBERG,VIC,3084,House,22-Apr-22,private treaty,1735000,4,2,4,943,Miles Real Estate Ivanhoe,-37.7511339,145.0743224,12.0303884
55 & 57 Beaumaris Parade ,HIGHETT VIC 3190,HIGHETT,VIC,3190,House,3-Mar-21,private treaty,2175000,4,3,2,943,Buxton Real Estate Bentleigh,-37.9516912,145.0353872,16.55369701
2-4 Bellbangra Avenue ,ROSEBUD VIC 3939,ROSEBUD,VIC,3939,House,19-Dec-21,private treaty,1200000,6,4,6,943,One Agency Peninsula,-38.3840337,144.9265497,63.46151207
9 Scarborough Crescent ,HARKNESS VIC 3337,HARKNESS,VIC,3337,House,26-Feb-22,private treaty,835000,7,2,2,943,YPA Estate Agents Melton,-37.6686226,144.5599967,38.98448537
20 Dumbarton Circuit ,MELTON WEST VIC 3337,MELTON WEST,VIC,3337,House,5-Oct-19,auction,390000,3,1,1,945,Barry Plant Melton,-37.6741354,144.5550217,39.13357458
No Street Found,MALVERN EAST VIC 3145,MALVERN EAST,VIC,3145,House,22-Dec-15,private treaty,2300000,4,2,3,946,UNKNOWN,-37.876835,145.0658739,11.39747215
10 Point Court ,SHOREHAM VIC 3916,SHOREHAM,VIC,3916,House,25-Feb-22,private treaty,1870000,3,2,2,946,Kay & Burton Flinders,-38.4207446,145.0513207,67.90356901
33 Palmer Street ,FAWKNER VIC 3060,FAWKNER,VIC,3060,House,26-Feb-22,auction,900000,3,1,2,947,UNKNOWN,-37.694026,144.9604196,13.37106496
9 Rodney Street ,RYE VIC 3941,RYE,VIC,3941,House,5-Feb-22,auction,1190000,4,2,2,947,UNKNOWN,-38.3799368,144.7927761,64.66818038
1&2/35 Wallarano Drive ,NOBLE PARK VIC 3174,NOBLE PARK,VIC,3174,Block of units,23-Oct-21,auction,1241100,6,2,3,948,iSell Group,-37.96645965,145.1761147,25.22292991
67 New Road ,OAK PARK VIC 3046,OAK PARK,VIC,3046,House,19-Oct-21,private treaty,2200000,5,4,4,948,Stockdale & Leggo Glenroy,-37.7135008,144.9080875,12.20460751
16 Leichhardt Court ,SANDHURST VIC 3977,SANDHURST,VIC,3977,House,16-Feb-22,private treaty,1560000,4,3,2,948,OBrien Real Estate Carrum Downs,-38.0883778,145.2152014,37.6644272
51 Reichelt Avenue ,MONTMORENCY VIC 3094,MONTMORENCY,VIC,3094,House,8-Oct-21,private treaty,1241000,4,2,2,949,Barry Plant Eltham,-37.7275915,145.131932,17.69279651
122 Fairbairn Drive ,CORIO VIC 3214,CORIO,VIC,3214,House,31-Mar-22,private treaty,610000,3,1,3,949,Barry Plant - Geelong,-38.0616851,144.3723008,58.68808397
28 Wattletree Road ,DRUMCONDRA VIC 3215,DRUMCONDRA,VIC,3215,House,19-Feb-20,private treaty,1520000,3,1,2,949,Buxton Newtown,-38.1305754,144.355366,63.86224328
7 Moata Court ,GROVEDALE VIC 3216,GROVEDALE,VIC,3216,House,10-May-22,private treaty,910000,4,3,6,949,Barry Plant - Geelong,-38.2052218,144.3165447,71.43371983
12/6 Fernhill Road ,SANDRINGHAM VIC 3191,SANDRINGHAM,VIC,3191,Apartment ,27-Nov-21,private treaty,882500,2,2,2,94,Marshall White,-37.9576131,145.0112814,16.49978677
2/22 Win-Malee Street ,HADFIELD VIC 3046,HADFIELD,VIC,3046,Townhouse,22-Apr-22,private treaty,525000,2,2,1,94,Eview Group - C+M Residential,-37.7110943,144.9449745,11.58132822
101/285 Neerim Road ,CARNEGIE VIC 3163,CARNEGIE,VIC,3163,Apartment ,29-Mar-22,private treaty,695000,2,2,1,94,Pitard Group,-37.8933729,145.0559135,11.9947914
2 Coral Avenue ,FOOTSCRAY VIC 3011,FOOTSCRAY,VIC,3011,Townhouse,6-Jun-22,auction,720000,2,1,1,94,Simon Mason,-37.789964,144.8837571,7.481788557
20 Hollywood Boulevard ,POINT LONSDALE VIC 3225,POINT LONSDALE,VIC,3225,House,22-Jan-22,auction,1400000,3,1,0,950,Kerleys Coastal Real Estate,-38.2734302,144.6114077,59.65225573
24 Cloud Street ,ARTHURS SEAT VIC 3936,ARTHURS SEAT,VIC,3936,House,20-Apr-22,private treaty,1750000,3,1,1,950,Bonaccorde Property Services,-38.3554495,144.9627585,60.20114428
33 Elizabeth Street ,ELSTERNWICK VIC 3185,ELSTERNWICK,VIC,3185,House,16-Nov-19,private treaty,3900000,4,2,4,950,Belle Property Albert Park,-37.8801151,145.0015065,8.066532756
44 Manoon Road ,CLAYTON SOUTH VIC 3169,CLAYTON SOUTH,VIC,3169,House,2-Jul-21,auction,1510000,4,2,3,950,Harcourts First,-37.9298026,145.1121421,18.34127382
307 Huntingdale Road ,CHADSTONE VIC 3148,CHADSTONE,VIC,3148,House,29-Sep-20,private treaty,1660000,3,1,1,951,UNKNOWN,-37.8822799,145.1001365,14.21451888
6 Ben Avon Court ,TAYLORS HILL VIC 3037,TAYLORS HILL,VIC,3037,House,11-Sep-21,auction,1210000,4,4,8,951,Ray White Taylors Lakes,-37.7143862,144.7522608,21.61503184
115 Spring Road ,HAMPTON EAST VIC 3188,HAMPTON EAST,VIC,3188,House,1-Jun-20,private treaty,1650000,3,2,2,954,Buxton Hampton East,-37.9422607,145.0331704,15.51194689
21 Grange Park Drive ,WAURN PONDS VIC 3216,WAURN PONDS,VIC,3216,House,16-Aug-21,private treaty,1200000,4,2,2,955,Buxton Highton,-38.2089109,144.3012617,72.74654441
6 Maskell Crescent ,LOWER PLENTY VIC 3093,LOWER PLENTY,VIC,3093,House,26-Jul-21,private treaty,1250000,4,2,2,955,Morrison Kleeman Estate Agents,-37.7259461,145.1134951,16.46566835
5 Beddoe Street ,RESEARCH VIC 3095,RESEARCH,VIC,3095,House,29-Oct-21,private treaty,1936001,5,3,3,955,Jellis Craig Eltham,-37.7061515,145.1805721,22.58304928
11 Paringa Road ,ALTONA NORTH VIC 3025,ALTONA NORTH,VIC,3025,House,7-Sep-21,private treaty,1397000,3,1,0,955,UNKNOWN,-37.8254182,144.8467542,10.30368731
22 Liverpool Circuit ,CRAIGIEBURN VIC 3064,CRAIGIEBURN,VIC,3064,House,12-Feb-22,auction,880000,4,2,6,955,Eview Group - Australia,-37.5814093,144.9387493,25.98420147
8 Terry Court ,DRYSDALE VIC 3222,DRYSDALE,VIC,3222,House,10-Mar-22,private treaty,980000,3,2,2,955,Hayeswinckle Drysdale,-38.1679487,144.5683412,52.40155012
